Phi,Theta,Tipo,PhiNorm,ThetaNorm
2.0390781361744263,1.0956649014589703,0,0.797913644286124,0.511301127211645
1.1568384279802513,1.2544122518814282,0,0.22491441907476484,0.7733096879836786
2.229723576951909,1.2754949778796225,0,0.9217345161432459,0.808106203838828
1.1545915422218436,1.3641789678650307,0,0.22345510616156428,0.9544769276194944
1.741945855143085,0.8761310179693669,0,0.6049314363499901,0.14896590271350416
2.257915485477959,0.9103866424895551,0,0.9400446665395833,0.20550396054563025
0.841522685396739,0.8044589647142286,0,0.020122371608305302,0.030672958163679955
1.4044466197354266,0.9143314228187136,0,0.38573159916078564,0.21201472254483283
1.3359638314560138,1.1596638267166828,0,0.34125322864543306,0.616929764496655
1.5053823346586674,1.036320824506061,0,0.45128757664626323,0.41335520149131905
1.9749445188936465,0.9677483650110181,0,0.7562599840953944,0.30017805949126586
1.869341198805126,0.7886387284685125,0,0.687672478876063,0.004562050997148407
0.8478404181222873,0.8912188874783634,0,0.024225628266568124,0.17386805676299424
1.3987345816245758,1.190818746238484,1,0.3820217305372177,0.6683501857077979
1.923652674846593,0.9671304224741291,0,0.7229468305095268,0.29915816067532175
2.253474802041776,1.3554004444280578,0,0.937160520490943,0.9399881926245233
0.8464917760626685,1.333438021188126,0,0.023349708889927514,0.9037397583114631
1.7110094739394688,1.101088976002276,0,0.584838799058931,0.5202534275859805
0.8882799779742966,0.8300306051858262,0,0.050490413503359755,0.07287831591430177
1.6308385575276274,1.2519481023191286,1,0.5327691942091354,0.7692426703066778
2.3502279591593873,1.308382460780296,0,1.0,0.8623861778937609
1.4254546277919518,1.2543459611949084,1,0.39937593213267397,0.7732002768513263
0.9319058414604011,0.8608921822737433,0,0.07882464709604295,0.12381458272090932
1.7581112334424853,1.2157067196651856,1,0.6154305661837226,0.7094271679737029
1.1096932092530993,0.7976131338705074,0,0.19429442594571777,0.01937408431237532
1.5738587129004604,1.1850686648410083,1,0.4957617839545468,0.6588598191141798
1.4391132361532388,1.3379154597172036,1,0.4082469588341386,0.9111296594457305
1.3339314383769478,0.972371719261638,0,0.33993322496750583,0.30780879090139973
2.222193289421898,1.292469368745084,0,0.9168437263950187,0.8361220145519265
2.159259840699892,0.8000846529456985,0,0.8759695546448037,0.023453265187446195
1.38509662989657,1.0108369917534141,0,0.37316411995696785,0.3712947682008898
1.027556085327584,0.7864692090136103,0,0.14094780378251415,0.0009813129978486637
2.0033191999329842,1.187783464117341,0,0.7746888420351931,0.6633405279215017
1.4947302574206414,0.9826858166519721,0,0.44436923920623367,0.3248319525838621
2.1774302168146074,0.906583114872212,0,0.8877708954128838,0.19922633264050474
1.7951199442969994,1.0800352352216167,0,0.6394670751378633,0.4855047511127785
1.520376559994721,1.2129817818292863,1,0.46102606316008066,0.7049297257255187
2.201695316924279,1.3122565150909562,0,0.9035306525779485,0.8687802083552932
1.9429008406528614,1.2380611700852504,0,0.7354481767891075,0.7463226334150105
1.7907614284194622,1.183396875501527,1,0.6366362954782036,0.6561005723136136
1.8679298763971142,0.7859099583887706,0,0.6867558497118991,5.8283725642529725e-05
1.212971232493463,1.020652875255971,0,0.26137169162356727,0.38749564023035465
2.2896052797334208,1.1740896142308492,0,0.960626632400828,0.6407391686506863
1.760886439169909,0.9003386691344605,0,0.6172330136555904,0.18892002997647062
1.8402027122257625,0.820081375576341,0,0.6687475426271811,0.056457359445834396
1.3019754128377579,0.9370914225928424,0,0.31917834655439303,0.24957953712675654
0.9694476120261575,1.260580763857871,0,0.10320736898834129,0.7834906638598226
2.2951494421512475,1.2337479317224656,0,0.9642274687045613,0.7392037405787361
2.091860298468376,1.321536701896251,0,0.8321947334487496,0.8840969262852633
0.9692892069880168,1.0114546737533312,0,0.10310448769283717,0.37231423700702976
1.0845218626306454,1.2984159331249818,0,0.1779460775566899,0.8459366714300981
1.7880982697630436,1.3106469826161793,1,0.6349066206148195,0.8661237149643177
1.2961513044241233,0.9248035821475319,0,0.3153956902337085,0.22929876153267942
1.7222413536489043,1.0195826368295036,0,0.5921337080404674,0.3857292382774691
0.8792557901529493,1.2067131255333603,0,0.04462936170330213,0.6945834641362748
1.8725540770334972,0.8925475473086355,0,0.6897591869650962,0.17606097682722704
2.235557981145278,1.0017956600373252,0,0.9255238593923877,0.35637227466577964
2.168658662657191,1.2590719315438177,0,0.8820739247489962,0.7810003735841147
2.069185852116253,0.8373433842495882,0,0.8174680780157759,0.08494787621021392
2.014035943128351,1.371976768619356,0,0.7816491788809508,0.9673470041744152
1.2079210734758852,0.8878118228593003,0,0.2580917018686408,0.16824478119384328
1.8517894192099795,0.8991633784362223,0,0.6762729057037273,0.18698024185708048
2.0787638247565052,0.883926253327945,0,0.8236888033481162,0.16183174514643334
1.2144569570803097,1.0391609546114835,0,0.26233664369864806,0.4180427657205601
2.2628474605428455,1.3660101168886656,0,0.9432478978889478,0.957499193622454
1.7730392947898035,1.1556993815623622,1,0.625126080346681,0.610386546191726
2.235878836887293,1.2327413288340872,0,0.9257322495723711,0.737542367501635
1.9001231428168945,1.1808028297437128,0,0.7076648119182306,0.6518191641907506
1.5121977157679205,1.1458978582948949,1,0.4557140472061925,0.5942093753737657
1.3990077840737545,1.0560269016933868,0,0.3821991707388447,0.4458795926611475
2.324753318754174,1.1315379674792725,0,0.9834546676156719,0.570508732084714
1.613893680278396,1.2807566107839858,1,0.5217637934717496,0.8167903983209048
1.242844722070132,1.0378684945822616,0,0.28077399943493087,0.4159095925292556
1.5639822413106081,1.0108750815963181,0,0.48934718878699196,0.37135763454097515
1.6653022805992461,0.8135973021050155,0,0.5551527782107636,0.04575555715659265
1.537926131448927,0.9088496490143131,0,0.4724242021835831,0.20296719097251611
1.3477082213393143,0.9064238062374528,0,0.34888100400082456,0.19896339769386948
1.9087900275906202,0.993178920469268,0,0.7132938016522179,0.3421505599299681
2.265980495307508,1.2576161446422451,0,0.9452827490479218,0.7785976334447879
1.710074992976252,1.0802506371557716,0,0.5842318700543478,0.48586026665748056
1.3514810281931564,1.3407382804722663,1,0.3513313759168071,0.9157886550219286
1.8542838641470893,1.3583168529105871,0,0.6778930039638952,0.9448016524214733
2.0564915207798857,1.0590599687370217,0,0.8092233323386591,0.4508855945170087
0.8966890785731078,1.0809387041602692,0,0.05595197693457937,0.48699590416628535
1.2050035625611057,0.985236682380988,0,0.2561968296721307,0.32904209314119154
1.4932006326300946,0.9594667537821191,0,0.44337577471840034,0.28650946575925745
1.1320103824040135,0.9268561747783394,0,0.2087890386973432,0.23268651471166457
0.9475925278284205,1.0531436973111186,0,0.08901287491159533,0.4411209354073453
1.1481633884626283,0.9032628305550188,0,0.21928013297756524,0.19374628580516126
0.9683901785581401,1.0393464528471346,0,0.1025205844871917,0.41834892595327794
1.4913743319817723,1.202844314525785,1,0.44218962446153454,0.6881980876163124
0.857490445888786,0.7939917052436815,0,0.030493152140312042,0.013397006270264798
2.1032304991416333,0.9756086281156247,0,0.8395794794715847,0.3131512286046202
2.0632885960727276,0.9529643528238751,0,0.8136379135917219,0.27577741440785947
2.167370204771041,0.8609357771098501,0,0.8812370939380223,0.12388653491560767
1.4315835296674764,1.1786543562237681,1,0.40335654646396535,0.6482731619846068
1.1900571567642493,1.2975652069430763,0,0.246489401110767,0.8445325689871976
2.321876801611465,0.9606943034542984,0,0.9815864201555193,0.2885355060177434
